"","YEAR","TEAM","SEED","KADJ_O","KADJ_D","BARTHAG","WIN_","FTR","TOV_","TOV_D","OREB_","DREB_","X3PT_","X3PT_D","AST_","EXP","ELITE_SOS","WINS","POWER","PATH"
"507",2015,"LSU",9,108.743,94.7996,0.823,68.75,33.4,20.5,19.2,34,67,33.9,31.3,57.7,1.072,22.949,0,66.7,73.1
"508",2015,"Louisville",4,108.601,88.176,0.926,75,38.8,17.8,21.8,35.1,69.1,30.4,29.3,47.8,1.458,32.346,3,82,66.2
"509",2015,"Lafayette",16,112.691,114.45,0.421,61.29032,31,16.9,16.9,27.6,65.6,41.4,37.6,58.2,2.091,11.111,0,48.8,86.1
"510",2015,"Kentucky",1,121.27,83.8367,0.983,100,43.8,16.4,21.8,40.4,68.4,35,27.4,56.6,0.732,27.097,4,95.1,63.1
"511",2015,"Kansas",2,114.271,90.5293,0.926,76.47059,43,19.1,17.5,34.9,68.2,37.5,30.9,54.9,0.974,37.228,1,83.7,70.8
"512",2015,"Iowa St.",3,120.166,97.135,0.909,75.75758,37.4,15.8,18.5,28.5,70.8,36.6,35.2,58.3,1.984,33.687,0,79.8,66.9
"513",2015,"Iowa",7,113.359,95.1085,0.909,65.625,39.6,17.4,19.3,35.8,69.5,33.2,32.4,60.7,2.113,30.508,0,71.3,73.4
"514",2015,"Indiana",10,119.285,105.478,0.833,60.60606,32.7,17.1,16.1,35.3,68.7,40.3,32.8,51.5,0.981,28.304,0,62.6,79.9
"515",2015,"Harvard",13,103.686,94.9442,0.696,74.07407,39,18.7,19.9,32.3,72.2,34.1,33.4,56.6,2.196,14.711,0,57.7,79.9
"516",2015,"Hampton",16,96.0398,104.551,0.264,48.48485,43.4,20.5,20.1,32.8,69.1,30.4,34.4,46.5,2.033,9.527,0,45.6,94.7
"517",2015,"Gonzaga",2,121.92,92.9958,0.952,93.93939,39.1,16.3,17.6,33.9,71.4,40.8,32.3,57.5,2.111,20.733,3,86.1,66.3
"518",2015,"Georgia St.",14,110.463,100.687,0.764,71.875,38.4,16.5,22.8,30.5,65.5,31.9,32.6,52,2.178,13.113,1,61.8,75.9
"519",2015,"Georgia",10,109.524,94.1302,0.842,65.625,47.8,19.3,16.8,32.3,71.1,34.4,31,55.4,1.866,28.552,0,64.3,81.7
"520",2015,"Georgetown",4,113.166,93.597,0.887,67.74194,44.1,19.2,20.6,34.3,68.7,34.7,35.9,54.4,1.639,32.914,1,73,68
"521",2015,"Eastern Washington",13,112.165,109.197,0.586,74.19355,35.6,15.9,17.7,29.3,69.4,39.6,38.4,46.5,1.901,12.026,0,53.4,73.5
"522",2015,"Duke",1,124.253,94.9453,0.966,87.87879,40.2,16.8,18.7,37.4,69.9,38.6,32,54.2,1.062,33.93,6,89.4,66.6
"523",2015,"Dayton",11,108.983,95.0972,0.792,75.75758,48.6,17.8,21.1,24.2,72,35.1,31.8,60.8,1.54,18.021,1,61.8,72.7
"524",2015,"Davidson",10,120.481,103.662,0.853,76.66667,29,14.3,17.3,29.8,69.9,39.3,29.8,60.9,1.323,20.72,1,65.8,75.1
"525",2015,"Coastal Carolina",16,105.424,103.803,0.539,68.96552,39.6,17.8,17,35.2,72.4,35.4,33.5,46.4,1.931,9.135,0,53.6,90.8
"526",2015,"Cincinnati",8,108.353,94.1045,0.833,68.75,37.8,21.3,20.3,37.3,68.3,33.3,32.9,53.1,1.474,18.539,1,65.2,74.8
"528",2015,"Butler",6,110.554,90.9269,0.899,68.75,40.5,17.4,19.3,35.5,75.1,35.8,30.6,47.4,1.934,31.075,1,70.3,78.7
"529",2015,"Buffalo",12,111.344,99.0045,0.777,71.875,42.3,16.4,19.8,34.7,69.6,34,33,51.5,1.737,17.477,0,60.5,71.3
"531",2015,"Belmont",15,109.115,107.619,0.522,67.74194,33,20.3,18.7,29.2,70.5,37.9,34.3,58.9,1.468,11.943,0,52,88.2
"532",2015,"Baylor",3,117.192,93.7123,0.927,71.875,38.8,19.6,19.6,41.8,68.3,38.2,29.8,59.9,1.871,31.828,0,77,70.5
"533",2015,"Arkansas",5,114.941,97.964,0.857,76.47059,37.3,16.6,22.6,35.6,65.8,35,35.3,58.9,1.74,25.539,1,70.1,68.9
"534",2015,"Arizona",2,118.227,85.9123,0.965,91.17647,47.1,16.7,21.1,34.1,77.7,36,32.8,53.2,1.481,24.455,3,91.1,66
"535",2015,"Albany",14,106.463,103.431,0.572,75,39.9,19,20.3,32.5,74.5,36,36.5,47.3,1.654,9.985,0,52.5,78.1
"536",2016,"Yale",12,109.51,95.6837,0.812,77.77778,42.1,20.1,18.2,39.2,76,37.1,31.8,57.6,2.27,15.942,1,64.9,75.9
"537",2016,"Xavier",2,117.096,95.3858,0.922,84.375,42.9,17.5,19.4,35.7,73.7,36.2,31.5,59.8,1.534,29.509,1,75,67.5
"538",2016,"Wisconsin",7,111.769,95.4038,0.837,62.5,39.7,17,18.8,33.6,71.8,35.8,38,49.4,1.348,29.577,2,70.8,69.6
"539",2016,"Wichita St.",11,111.743,90.5918,0.919,74.19355,37.8,14.8,23.2,31.9,76.4,32.9,32.7,57.3,1.873,18.276,1,76.8,78.3
"540",2016,"West Virginia",3,116.39,90.4754,0.944,76.47059,46.1,19.6,25.5,41.9,72.8,32.9,33.2,54.2,1.724,34.85,0,78,69.1
"541",2016,"Weber St.",15,103.593,100.851,0.593,74.19355,46.6,19.7,15.5,26,74.8,36,35.2,52.1,1.391,9.167,0,55.7,74.6
"542",2016,"Virginia",1,120.224,91.1288,0.954,78.78788,32.4,15.3,19.7,30.6,74.1,40.5,34.9,55.7,1.985,36.199,3,85.8,65.2
"543",2016,"Villanova",2,118.299,91.552,0.959,85.29412,34.3,16.4,20.4,28.6,71.3,34.4,33.5,60.7,1.709,30.779,6,81.9,66.5
"544",2016,"VCU",10,110.984,94.769,0.878,70.58824,32.3,16.2,21.9,33.3,72.2,35.6,33.6,51.2,2.092,20.513,1,65.9,68.6
"546",2016,"Utah",3,115.673,97.5601,0.875,75.75758,38.4,17.8,15.2,29,72,36,36.8,56.9,2.011,30.751,1,76.3,69.1
"547",2016,"USC",8,113.901,99.116,0.848,63.63636,35.3,16.5,16.9,32.4,68.1,38.5,32.3,51.3,1.247,26.984,0,66.3,73.4
"548",2016,"UNC Wilmington",13,110.051,100.792,0.707,76.66667,35.9,16,20.1,32.1,70.1,34.1,34.1,47.5,1.606,13.73,0,58.5,79.7
"549",2016,"UNC Asheville",15,103.529,99.3166,0.549,64.51613,42.4,18.6,22.4,31.6,70.6,32.2,28.8,46.3,1.148,10.414,0,53.1,80.8
"551",2016,"Texas Tech",8,113.846,99.1212,0.82,61.29032,43.1,17.7,18.9,31.7,67.6,34.5,35.2,53.2,1.716,32.532,0,62.7,73.6
"552",2016,"Texas A&M",3,114.159,92.3528,0.918,76.47059,37.5,17.2,20.9,35,70,35,32.9,63.4,1.815,27.831,2,77.5,64.1
"553",2016,"Texas",6,112.821,95.7146,0.859,62.5,39.7,15.4,18.5,30.7,67.7,33.9,34.3,46.5,1.958,36.005,0,68.5,66.3
"554",2016,"Temple",10,106.619,98.2712,0.716,65.625,27.1,13.7,16.6,29,70.2,34,31.4,54.7,2.186,24.923,0,57.1,74.6
"555",2016,"Syracuse",10,111.357,95.507,0.86,59.375,35.5,18.3,20.6,33,64.7,36.1,30.4,58.7,1.713,30.281,4,67.7,71.1
"556",2016,"Stony Brook",13,107.481,98.9433,0.697,80,32.5,17.2,18.5,34.4,74.2,37.5,34.2,58,2.267,11.251,0,59.8,83.8
"557",2016,"Stephen F. Austin",14,111.339,96.9336,0.772,82.14286,33.9,18.2,25.9,33.5,70.3,37.5,33.2,64.4,2.171,9.477,1,64.2,77.2
"559",2016,"South Dakota St.",12,110.826,101.245,0.744,77.41935,40.6,17.1,17.1,32.4,74.5,36.2,33.1,44.2,1.889,12.136,0,58.6,79.7
"560",2016,"Seton Hall",6,111.433,93.7641,0.893,75.75758,40.6,19.5,19.2,35,69.3,35.3,31.6,51.3,1.139,30.728,0,70.2,77.7
"561",2016,"Saint Joseph's",8,113.435,98.7988,0.854,79.41176,37.7,14.3,16.2,28.3,74.2,32.7,31,55.5,1.79,21.526,1,66.6,71.7
"562",2016,"Purdue",5,117,92.4061,0.933,76.47059,35.1,17.5,13.8,35.3,76.7,36.8,31.3,64,1.518,26.889,0,79.6,69.6
"563",2016,"Providence",9,109.321,95.7275,0.826,69.69697,37.7,16.3,20.7,30.9,69.8,32.1,32.1,63,1.133,31.166,1,65.3,72.5
"564",2016,"Pittsburgh",10,115.484,99.2827,0.864,64.51613,36.6,17.4,17.1,37.4,72.5,35.1,35.8,62.9,2.072,31.513,0,64.9,72.1
"565",2016,"Oregon St.",7,110.836,98.3992,0.785,60,37.2,16.8,19.5,29.4,67.7,37.3,32.8,52.8,1.608,30.461,0,62.3,72.2
"566",2016,"Oregon",1,119.63,96.8455,0.904,81.81818,40.2,16.3,20.6,34.6,68.7,35.1,36.4,49.9,1.495,27.638,3,75.9,64.2
"567",2016,"Oklahoma",2,117.285,92.4357,0.938,78.125,33.6,18,17.6,30.5,70.2,42.6,34,52.6,2.158,35.834,4,84.2,64.8
"568",2016,"Notre Dame",6,119.69,103.709,0.824,65.625,33.2,14.8,14.8,32.8,68.7,36.9,37.6,49.6,1.721,31.682,3,73.3,69.6
"569",2016,"Northern Iowa",11,108.298,98.2039,0.777,63.63636,32.8,15.2,18.7,17.8,72.8,37.2,32.6,50.7,2.207,21.49,1,58.4,71.3
"570",2016,"North Carolina",1,121.139,93.1009,0.942,82.35294,32.2,15.4,18.6,39.8,70.1,31.4,36,58.5,1.854,32.034,5,86.8,66.5
"571",2016,"Middle Tennessee",15,103.144,99.21,0.605,70.96774,35.7,17.2,19.4,28.2,74.5,38.9,34.1,50.3,1.752,12.345,1,53.6,87.5
"572",2016,"Michigan St.",2,123.022,93.3408,0.945,85.29412,30,17.5,14.2,37.2,75.8,43.4,30.2,71.4,1.818,26.632,0,89.4,65.8
"573",2016,"Michigan",11,115.094,100.54,0.834,63.63636,28.4,14.7,17.7,24.4,73.7,38.4,34.7,56.7,1.418,29.236,0,64.1,74.5
"574",2016,"Miami FL",3,118.848,95.9995,0.926,78.125,40,16,17.5,30.5,70.8,36.6,33.6,49,2.218,32.355,2,76.5,68
"575",2016,"Maryland",5,116.294,95.5806,0.885,75,35.7,19.1,16.5,30.2,70.5,37.6,32.3,52.9,1.774,28.313,2,80.1,69.4
"576",2016,"Little Rock",12,108.951,95.6244,0.783,87.09677,31.4,15.9,21.4,26.9,69.9,38.7,30.1,51.5,2.35,13.219,1,62.1,78.2
"577",2016,"Kentucky",4,122.508,97.3082,0.943,76.47059,38.3,16.1,17.9,37.8,68.3,37,33,50.5,0.956,28.159,1,86.7,69
"578",2016,"Kansas",1,120.379,90.575,0.961,87.87879,39,17.8,19.1,32.2,71.2,42.2,33,54.9,1.863,35.686,3,88.4,65.4
"579",2016,"Iowa St.",4,121.033,99.9576,0.906,65.625,25.5,16,17.1,27.3,69.3,38,33.6,53,2.427,34.953,2,77.5,68.5
"580",2016,"Iowa",7,116.298,94.9421,0.911,67.74194,33.4,15,18.9,32.3,68.6,38.2,31,58,2.125,29.23,1,71.7,67.9
"581",2016,"Iona",13,110.602,102.768,0.66,68.75,32.5,17.6,19.4,29.4,68.7,37.2,35.5,60.7,2.184,13.931,0,57.2,76.7
"582",2016,"Indiana",5,120.855,98.0589,0.912,78.125,33.3,19.8,18.9,37.7,71.3,41.5,34.3,54.7,1.749,23.197,2,80.6,69.2
"583",2016,"Holy Cross",16,97.0369,108.525,0.239,42.42424,36.1,16.6,20,23.6,70.4,32.7,36.5,62.3,1.649,9.645,0,42.5,75.8
"584",2016,"Hawaii",13,108.243,96.5071,0.784,83.33333,46.3,18.4,19.9,30.9,73.3,32.8,31.3,60.3,2.152,13.153,1,61.5,79.6
"585",2016,"Hampton",16,99.7519,106.561,0.269,66.66667,42,18.9,16.9,34.9,72.6,30.9,33.2,47.7,2.293,8.629,0,47.3,85.5
"586",2016,"Green Bay",14,108.225,104.236,0.568,63.63636,42.2,15.6,20.9,31.3,68.2,35,36.3,48,2.069,15.675,0,53.6,76.2
"587",2016,"Gonzaga",11,116.44,97.1644,0.904,78.125,35.9,16.5,14.9,31.9,74.1,37.6,30.3,49.6,1.788,20.236,2,79.1,72.8
"588",2016,"Fresno St.",14,107.084,100.385,0.652,71.875,38.1,14.9,20.8,30.3,71,34.3,32.9,50,2.293,17.899,0,55.7,76.1
"589",2016,"Florida Gulf Coast",16,102.917,104.307,0.48,55.17241,36.4,16.9,16.2,31.5,72.5,34.6,31,45.7,1.331,11.006,0,50.9,86.6
"591",2016,"Duke",4,121.786,99.7328,0.918,69.69697,40.2,14.3,17.7,34,65.5,38.7,33.9,49.2,1.063,32.331,2,81.8,66.9
"592",2016,"Dayton",7,106.934,93.5907,0.838,78.125,41,18.8,17.9,28.9,76.4,34.7,34.9,57.5,1.562,20.789,0,63.7,75.2
"593",2016,"Connecticut",9,111.651,92.899,0.874,70.58824,29.7,16.5,18.1,29.1,70.8,36.2,32.7,52.3,1.968,23.62,1,70.4,71
"594",2016,"Colorado",8,108.785,95.1948,0.803,65.625,40,18.8,15.4,35,75.4,38.9,35.3,53.4,1.771,26.719,0,63.4,76.8
"595",2016,"Cincinnati",9,110.035,92.8755,0.872,68.75,33.5,16.4,20.6,36.8,69.4,34.5,35.6,60.1,1.92,23.448,0,68.8,69.6
"596",2016,"Chattanooga",12,107.156,99.7384,0.651,84.375,42,17.9,20.3,32.4,71.1,36.1,33,55.7,2.305,11.639,0,56.4,80.8
"597",2016,"California",4,112.902,93.2625,0.899,69.69697,41.6,17.5,14.1,32.4,74.3,36.9,35.1,48.9,1.439,27.208,0,81.2,70.4
"598",2016,"Cal St. Bakersfield",15,103.37,96.8714,0.709,72.41379,38.5,18.1,21.8,34,70.4,34.6,32.6,57.8,1.895,10.513,0,57.2,82.6
"599",2016,"Butler",9,117.318,101.468,0.877,67.74194,39.8,14.5,18.6,32.8,72.2,38.7,33.9,51.3,2.128,29.739,1,66.3,69.8
"600",2016,"Buffalo",14,105.541,102.83,0.55,57.57576,41.7,18.9,17.7,32.2,71.4,33.5,34.4,48.6,1.454,17.81,0,52.3,76.7
"601",2016,"Baylor",5,118.756,98.8407,0.877,65.625,39.2,18.9,19.8,40.2,71.2,37.4,37.1,63.8,1.878,35.471,0,75.7,70.6
"602",2016,"Austin Peay",16,104.005,109.104,0.327,48.48485,46.5,20.4,18.8,31.8,70.3,34.9,36.4,50.4,1.667,12.023,0,46.3,88.1
"603",2016,"Arizona",6,117.368,95.4851,0.905,75.75758,44.1,17.9,16.2,35.1,75.1,38.3,32.1,51.6,2.016,25.107,0,80.4,76
"604",2017,"Xavier",11,114.744,99.4255,0.867,61.76471,41.2,18.6,17.8,35.2,75,34,33.8,57.5,1.708,32.401,3,70.2,70.5
"605",2017,"Wisconsin",8,113.589,91.2963,0.923,73.52941,32,16.8,19.9,35.5,74.6,35.5,37.7,51.6,2.056,31.468,2,76.6,71.6
"606",2017,"Winthrop",13,106.436,101.809,0.601,80,38.9,17.9,18.7,27,71.3,38,31.8,48.4,2.203,9.847,0,55.1,71.6
"607",2017,"Wichita St.",10,119.636,93.2236,0.934,87.87879,40.9,15.9,19.8,33.9,75.8,40.7,31,59,1.45,17.09,1,76.3,72
"608",2017,"West Virginia",4,116.472,89.6731,0.951,76.47059,38.2,16.9,28.1,37.7,67.6,36.1,34.9,57.7,1.953,32.564,2,80.7,67.1
"610",2017,"Virginia Tech",9,117.358,102.419,0.83,68.75,40.5,17.2,16.6,23.4,70.1,40.3,36,55.9,1.923,32.173,0,62.1,79.3
"611",2017,"Virginia",5,113.686,87.0194,0.959,68.75,25.7,15.6,21,28.7,75.8,39.3,31.2,57.2,1.562,35.989,1,81.8,70
"612",2017,"Villanova",1,122.753,91.9756,0.962,91.17647,35.3,17.1,20.2,29.6,72.4,37,31.3,53.2,1.845,30.578,1,86.6,67.1
"613",2017,"Vermont",13,110.832,98.9477,0.77,84.84848,34.9,17.1,19.7,30.1,73.1,36.7,34.5,49.2,1.935,12.311,0,61.2,80.3
"614",2017,"VCU",10,110.018,95.716,0.797,76.47059,36.3,17.9,21,31.4,72.5,33.4,33.8,56.7,2.26,18.914,0,62.9,78.8
"615",2017,"Vanderbilt",9,112.303,96.065,0.876,55.88235,34.9,18.3,16,25,72.9,37.7,33.6,55.5,1.834,33.443,0,63.7,72.7
"616",2017,"USC",11,112.508,100.168,0.78,72.72727,37.2,15.7,18,30.8,68.8,36.3,36.5,56.3,1.068,23.057,1,60.9,79.3
"617",2017,"UNC Wilmington",12,117.706,105.319,0.786,84.375,30.9,13.9,20.3,32.5,71.2,36,33.7,51.9,2.068,13.569,0,60.7,80.4
"618",2017,"UCLA",3,122.757,99.8057,0.913,87.87879,26.9,15.4,16.2,29.4,71.7,40.5,36.2,63.7,1.438,23.941,2,82.6,68.4
"619",2017,"UC Davis",16,97.8508,102.603,0.411,62.5,41.1,20.2,20,29.6,71.7,35.1,32.7,51.9,2.206,9.044,0,47,85.8
"620",2017,"Troy",15,109.892,107.217,0.548,58.82353,40.6,17.6,17.7,30.6,70.4,35.5,33.7,48.1,2.045,11.532,0,51.8,83.8
"621",2017,"Texas Southern",16,103.622,107.286,0.368,67.64706,44.9,16.6,19.3,32.3,65.6,29.7,32.4,47.4,2.001,15.142,0,48.9,86.3
"622",2017,"South Dakota St.",16,110.782,112.116,0.42,50,40.6,18.3,16.3,27.4,71.2,36.1,37.3,51.6,1.779,13.118,0,48.3,89.2
"623",2017,"South Carolina",7,105.546,88.5163,0.882,67.74194,39.9,19,24.5,33.8,68.4,33.4,29.6,51.3,1.537,27.468,4,70.4,72.6
"624",2017,"SMU",6,120.073,94.8141,0.939,88.23529,36.5,17,18.3,37.5,73.7,40.6,32.2,62.5,1.875,22.062,0,79.7,69.2
"625",2017,"Seton Hall",9,109.8,95.8517,0.809,65.625,37.9,19.4,17.6,35.3,74.6,33.7,34,46.6,1.777,32.687,0,63,71.8
"626",2017,"Saint Mary's",7,118.894,94.2568,0.932,87.5,26.6,17.3,15.4,33.4,78.6,39.9,30.3,63.7,1.957,18.282,1,78.3,71
"627",2017,"Rhode Island",11,110.668,95.0527,0.848,72.72727,39.6,16.6,19.5,33.1,70.7,34,29,51.5,1.795,20.094,1,67.2,76.2
"628",2017,"Purdue",4,116.912,92.6889,0.933,78.125,34.3,18.4,17,30.9,75.5,40.6,32.3,64.9,1.555,29.59,2,82.2,70.1
"630",2017,"Princeton",12,109.396,96.8962,0.785,78.57143,24.9,15.2,20.6,24.2,75.3,38.1,34.4,54.2,2.006,13.417,0,60.1,73.3
"631",2017,"Oregon",3,117.728,93.9002,0.921,84.84848,34.4,17,20.1,32,70.2,37.9,31.1,58.4,1.779,23.71,4,84.8,67.8
"632",2017,"Oklahoma St.",10,124.834,102.73,0.918,61.29032,37.8,18.3,20.8,38,67.8,40.3,35.5,51,1.534,38.667,0,71.7,77.2
"633",2017,"Notre Dame",5,118.891,97.7973,0.922,73.52941,28.2,13.9,18.8,27.4,69,38.6,33.7,58.1,2.068,34.028,1,70.6,69.9
"634",2017,"Northwestern",8,111.189,95.6778,0.863,67.64706,30.8,15.9,18,30.9,69.3,34.1,33.5,60.3,1.685,28.272,1,65.6,73.2
"635",2017,"Northern Kentucky",15,106.647,105.311,0.536,68.75,37.3,19,17,31.3,73.7,36.1,32.8,51.9,1.277,10.902,0,51.3,85.5
"636",2017,"North Dakota",15,102.854,103.166,0.486,67.85714,36.6,18.7,20,26.2,72.1,38.4,34.8,52.6,1.823,8.396,0,50.1,82.7
"638",2017,"North Carolina",1,122.075,94.0654,0.953,78.78788,33.1,16.4,18.7,42,74.9,36.7,34.2,59,1.917,35.516,6,86.6,64.2
"640",2017,"New Mexico St.",14,110.052,102.738,0.687,83.33333,44.1,19.7,19.2,36,71.7,33.4,30,56.1,1.778,10.347,0,58,79.9
"641",2017,"Nevada",12,114.477,101.135,0.791,82.35294,41.8,15.7,15.9,30.6,73.8,38.5,30.7,60.2,1.63,15.312,0,64.1,77.2
"642",2017,"Mount St. Mary's",16,98.9775,103.211,0.403,55.88235,32.8,19.2,21.7,23,65.5,35.7,34.4,45.6,1.461,15.979,0,46.8,86.4
"643",2017,"Minnesota",5,109.574,92.9833,0.87,72.72727,39.5,16.2,17.7,30.1,70,34.5,30.5,57,1.272,28.647,0,66.6,69.6
"644",2017,"Middle Tennessee",12,111.64,96.9823,0.828,87.87879,29.7,15.6,20.2,30.2,75.7,37,32.5,53.7,2.099,12.053,1,64.5,68.8
"645",2017,"Michigan St.",9,110.569,95.5936,0.846,57.57576,33.8,20.7,16.1,29.3,72.7,37.6,34.7,65.9,1.115,33.378,1,69.6,75.2
"646",2017,"Michigan",7,121.592,98.9742,0.924,68.57143,30.5,14.6,20.1,25.3,70.6,38.1,37.8,52.5,2.007,31.879,2,74.1,76.8
"647",2017,"Miami FL",8,110.386,93.4254,0.89,65.625,34.3,19.6,18.3,33.7,72.1,35.9,33.1,48.1,1.45,33.96,0,70.6,75.7
"648",2017,"Maryland",6,113.565,98.7271,0.847,74.19355,38.6,19.1,17.9,30.6,67.7,36.7,34,56.7,1.171,27.505,0,64.6,74.2
"649",2017,"Marquette",10,120.943,103.371,0.886,61.29032,31.1,17.1,18.5,27.3,71.1,43,36.9,57.4,1.671,30.575,0,64.6,74.4
"650",2017,"Louisville",2,117.179,90.4602,0.952,75,34.8,16.1,19.8,36.3,71.3,35.9,30.9,48.7,1.588,35.79,1,86.4,67.9
"651",2017,"Kentucky",2,119.139,91.8728,0.954,85.29412,41.7,16,19.4,34,72.8,35.3,30.7,51.5,0.935,30.841,3,86.8,66.8
"652",2017,"Kent St.",14,104.421,102.687,0.536,61.76471,33,18.1,19.3,38.1,70,31.4,35,45.5,1.629,11.162,0,53.3,81.6
"653",2017,"Kansas St.",11,112.038,94.4839,0.886,60.60606,40.6,19.2,22.4,29.5,67.5,36.1,38.3,60.5,1.595,34.368,0,67.1,77.5
"654",2017,"Kansas",1,120.833,94.8585,0.943,87.5,36.8,18.1,18.6,34.3,69.6,40.5,35.7,55.1,1.763,35.994,3,86,67.4
"655",2017,"Jacksonville St.",15,105.363,104.78,0.475,56.25,33.8,20.7,16.8,31.5,72,36.7,37.9,56.5,1.785,12.694,0,50.5,85.4
"656",2017,"Iowa St.",5,119.541,96.4283,0.919,69.69697,27.6,14.1,20,26.1,68,40.2,34.8,53.8,2.508,39.139,1,76.1,72.2
"657",2017,"Iona",14,110.197,106.195,0.59,64.70588,31.2,16.5,18,26.9,68.3,39.7,36,55.8,1.928,12.569,0,53,83.4
"658",2017,"Gonzaga",1,120.711,87.6571,0.972,96.9697,38.2,15.9,17.7,29.9,74.6,38.2,30,52.8,1.78,19.459,5,89.5,64.9
"659",2017,"Florida St.",3,116.738,93.9951,0.915,75.75758,37.7,16.3,19.8,34,69.6,35.6,34.4,49.4,1.262,32.378,1,80.7,66.9
"660",2017,"Florida Gulf Coast",14,109.563,104.547,0.622,76.66667,34,18.1,17.3,34.6,70.4,34,31.4,49.6,1.801,12.991,0,56.5,79.4
"661",2017,"Florida",4,115.851,89.4618,0.952,75,40.4,16.6,21.1,31.9,70.8,36.3,30.7,47.5,1.974,33.955,3,79.7,70.4
"662",2017,"East Tennessee St.",13,107.974,96.4902,0.758,78.125,43.8,20.6,22,30,72.9,38.2,35.6,53.9,2.526,13.051,0,60,78.8
"663",2017,"Duke",2,120.988,95.8991,0.943,77.14286,38.9,16.2,17.2,31.5,70.6,37.6,29.5,47.3,1.414,37.527,1,85.1,66.5
"664",2017,"Dayton",7,112.3,96.6262,0.826,76.66667,43.7,17.1,20.8,25.8,73,38.7,32.4,61.4,2.164,19.632,0,65.7,79.2
"665",2017,"Creighton",6,115.639,96.0487,0.902,72.72727,27.9,17.1,19.6,24.1,70.3,40.1,33.4,56.2,1.718,29.959,0,72.6,73.8
"666",2017,"Cincinnati",6,114.215,91.8982,0.926,85.29412,32.5,15.2,20.8,35.8,70.4,34.3,34.1,58.7,1.72,23.092,1,76,72.9
"667",2017,"Butler",4,117.971,97.0613,0.901,74.19355,36.2,15.1,20.1,28.1,72.2,36.3,33.4,49.2,2.01,32.565,2,72.5,65.5
"668",2017,"Bucknell",13,109.074,100.358,0.706,76.47059,37.2,18.8,19.7,26.8,72.6,37.7,34,54.3,1.413,12.194,0,57.3,78.3
"669",2017,"Baylor",3,117.289,92.281,0.931,77.41935,34.2,20.7,16.9,40,70.3,35.3,31.4,60.1,1.908,37.002,2,80.8,68.8
"670",2017,"Arkansas",8,116.639,101.04,0.821,73.52941,38.8,16.4,18.3,32.4,66.5,36.4,33.2,50.5,2.269,28.939,1,65.6,71.5
"671",2017,"Arizona",2,117.585,94.8418,0.918,88.23529,41,17,17.7,33.3,73.8,39.8,30.6,52.6,1.133,25.711,2,83.6,66.9
"672",2018,"Xavier",1,120.74,99.0492,0.927,84.84848,40.2,17,15.7,30,77.1,36.9,33.4,57.6,1.844,31.853,1,77.3,64.8
"673",2018,"Wright St.",14,101.068,98.251,0.59,71.875,36,18.6,21.1,28.8,75.1,34,34.9,53.3,1.455,11.684,0,51.7,74.1
"674",2018,"Wichita St.",4,121.925,101.857,0.877,78.125,35.1,16.4,16.4,35.2,77.3,38.5,36.3,63.8,2.303,24.125,0,79.5,67.4
"675",2018,"West Virginia",5,119.151,97.3766,0.929,70.58824,31.2,16.5,23.3,36.6,70,35.3,37.4,54.4,1.669,33.146,2,78.3,70.5
"676",2018,"Virginia Tech",8,115.016,98.3773,0.85,65.625,36.5,16.9,18.4,23.5,70.9,38.5,34.5,58.6,1.785,29.946,0,66.9,73.4
"677",2018,"Virginia",1,116.528,84.3753,0.971,93.93939,24.8,14.1,21,27.4,74.3,39,30.3,54.9,1.72,30.429,0,83.4,65.9
"678",2018,"Villanova",1,127.384,95.9749,0.966,88.23529,28.6,14.6,18.5,28.8,73.3,39.8,32.8,53.7,1.313,32.489,6,88.8,66
"679",2018,"UNC Greensboro",13,105.672,96.6156,0.699,77.41935,26.4,19.8,21.6,33.7,76.2,35.6,32.3,54,1.785,12.559,0,58.2,79.5
"680",2018,"UMBC",16,103.389,105.297,0.418,67.74194,30,16.9,20.7,26.4,71,38.2,35.9,58.1,1.951,11.536,1,48.3,83.2
"682",2018,"Texas Tech",3,114.03,92.0873,0.922,72.72727,40.3,18.1,22,33.3,71.6,36.6,32.8,51.8,1.786,31.897,3,79,66.4
"683",2018,"Texas Southern",16,105.281,112.94,0.298,44.11765,43.2,17.2,16,28.5,67.8,36.3,37.1,47.5,2.025,18.818,0,44.9,77.2
"684",2018,"Texas A&M",7,111.204,94.2949,0.869,62.5,32,19.2,15.9,34.3,71.7,32.7,32.4,55.8,1.551,33.417,2,71.6,67.8
"685",2018,"Texas",10,109.372,93.914,0.861,57.57576,33.2,17.1,18.3,29.4,70.5,31.5,33,44.8,0.957,36.484,0,65.7,73.7
"686",2018,"Tennessee",3,114.839,92.6901,0.921,75.75758,36.5,18,20.6,33.6,68.5,38.4,31.9,62.7,1.393,32.934,1,74.8,65.7
"687",2018,"TCU",6,120.625,101.705,0.882,65.625,34.1,17.7,17.6,34.5,74.1,40,37.9,62.6,2.036,31.458,0,70.2,71.4
"688",2018,"Syracuse",11,107.705,94.1122,0.823,60.60606,40.2,19.1,19.6,35.1,70.7,32.1,32.8,48.2,0.961,29.15,2,62.1,75
"689",2018,"Stephen F. Austin",14,104.983,99.4206,0.659,80,40,20.8,26.1,32.7,71.4,37.4,35.9,49.6,1.934,9.583,0,54.8,77.9
"690",2018,"St. Bonaventure",11,112.288,101.093,0.744,78.125,39.9,16.3,20.4,30.1,70.4,39.8,32,53.9,2.209,18.499,0,59.9,75.1
